0x22b82be8423d0df0743aed4ea3f649cf66f0326b	1E-18
0xd0bb8d2fa0808d5429530f341cb30ab63a884742	2.56E-16
0xc995498c22a012353fae7ecc701810d673e25794	3.67E-16
0x88f0aea61b5bf5893bd37f767c04ce2f61b489ba	3.97E-16
0x8182dfd8758948bed2725f5239d7a729b62b985c	3.99E-16
0xbd6da47f56ee539f4a9fe02f88e74c46230e2273	5.43E-16
0xde27d2a7f16751a7a3e048b68fb0239ef3f019ef	5.8E-16
0x31cb10c4c0ee77290cf8a3b6033382c9b69bc5cd	6.07E-16
0x259aa7e776e0af57b5a59d065b1ffda685d2c3a5	6.17E-16
0xd8126a79bf55e311a5a77613dab4074c815eb742	6.65E-16
0xaf713ee2bc0c272abc28966ff74f5ef9ad2700ec	1.104E-15
0xb7a10afaf84749ed4848e3ee4371615353912f38	1.14E-15
0xa41bf592ad83cf56385670d7154d3f4b44e29289	1.197E-15
0xbe511718fd44b5155ffa87e4eda82821fbf884eb	4.577E-15
0x169afa45d1e1d0926de73347e9122089cd030bb6	6.41E-15
0x027b5e12bc44d841b0bd2eaf160d75add65299ec	7.309E-15
0xbf27c6227b1c32ec47e46a7dc7d5792b73fbe1ba	9.387E-15
0x09d01d5b6a3eb92e5f07077eb44a1a8d19ba89d4	9.504E-15
0x565139ba7141e1a88e6c4b44d085c3d23a7bb419	9.587E-15
0x1f958cd030c8c4db4281bd0fd9d93ab9c4c1a8d7	1.0008E-14
0x51232d763f69e6af0f1c2f671cfbf5d3816c991a	1.2034E-14
0x7eb91783d2c2ba62256ed2692c880fa5498dafea	1.6938E-14
0x4cae9017b4ba40890d2a25d5f66fe7e0cd4a3773	1.8125E-14
0x2289a7cd61eabbac9271b0e2a1c5f1a42255bc4d	1.838E-14
0x3be3be236e0ded006d99b49c7374277dc65467a6	2.1065E-14
0xc6f87d1e188c42b755d20feb39d93df93069fbad	4.0016E-14
0x0fea1758b2e66ff01dd34dfd244b15a87b6c97ce	4.7616E-14
0xfb6fd0d6d94edeb56551d63884d57d7eb03a20f8	5.6482E-14
0x850906696e36ec374ee01ca02c3ea7195560979d	5.6532E-14
0x72cdf4ad8b90acda8ae7711989f4bf54b6f4feac	6.9066E-14
0xac61383a82a7c307ab2fc624042a108c3cabce2a	7.026E-14
0xd5e3596072c5679584c678a36155821d71fb0be4	8.1323E-14
0x4525d7879aa4dfed40738503e1adda880b0f23bf	1.49868E-13
0x6dab98a485beee503eb194ba1010d006afcf222b	2.59764E-13
0x9948a581517931504f790800d91a8c46578a8092	3.32153E-13
0x8b9f9bd11033256cf09b59d36705de0c81395a8d	5.71404E-13
0x913377d002b8a4d6fa7b7d809f9162ca55e4b54f	7.58782E-13
0x92232b2a39501cd64901aa422167f5e3015a9a8f	3.20837E-12
0x341947695ad65b62fc6d4fb8f0cc851c73492025	3.52509E-12
0xe9fd08b1de070492fa7392398a032fc2dcf3c652	1.83594E-11
